Topic,ReportId,ReportName,AppInstId,InstName,FolderName,CreatedDate,CreatedBy,LastModifiedDate,LastModifiedBy,LastPreviewExportedDate,N=9962
Reports,44,Paid Appraisal Invoices in past 60 days- FNBO Home Mtg,205,FNB Omaha,Invoice Management,1/30/2020 11:50,0,5/1/2023 7:42,293588,NULL,
Reports,45,Mortgage - Appraisal Pipeline Report,205,FNB Omaha,Mortgage Processing,5/27/2021 12:17,406384,6/20/2022 6:11,267341,NULL,
Reports,46,Mortgage - Reviewer Volumes,205,FNB Omaha,Mortgage Processing,5/27/2021 12:17,406384,3/31/2023 6:21,293588,NULL,
Reports,47,Mortgage Orders Without a Processor,205,FNB Omaha,Mortgage Processing,5/28/2021 10:11,0,3/7/2023 7:31,293588,NULL,
Reports,48,Mortgage_Holding Pattern Orders,205,FNB Omaha,Mortgage Processing,5/27/2021 12:18,406384,5/27/2021 12:18,406384,NULL,
Reports,49,Commercial - Missing Inspection Dates (Not Active),205,FNB Omaha,Commercial,5/27/2021 12:18,406384,11/15/2021 8:53,293588,NULL,
Reports,50,Mtg - Active Orders Without Service Provider,205,FNB Omaha,Mortgage Processing,5/27/2021 12:18,406384,11/14/2022 14:38,293588,NULL,
Reports,51,Orders With Incorrect CMS Processor - Jamie,205,FNB Omaha,Mortgage Processing,7/16/2021 5:50,0,11/14/2022 14:31,293588,NULL,
Reports,52,Orders With Incorrect CMS Processor - Mary,205,FNB Omaha,Mortgage Processing,7/26/2021 7:31,0,11/14/2022 14:31,293588,NULL,
Reports,53,Orders Without CMS Processor,205,FNB Omaha,Mortgage Processing,8/6/2021 8:05,0,8/6/2021 8:05,0,NULL,
Reports,54,Commercial - Past Due Appraisals,205,FNB Omaha,Commercial,7/16/2021 5:50,0,11/15/2021 9:03,293588,NULL,
Reports,55,Reviewer Volumes - CMS,205,FNB Omaha,Mortgage Processing,5/27/2021 12:20,406384,5/27/2021 12:20,406384,NULL,
Reports,59,GAARSCORING,82,Huntington National Bank,Appraisal Review,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,65,all_reviews,82,Huntington National Bank,DetailReports,9/23/2019 7:30,0,9/23/2019 7:30,0,NULL,
Reports,66,Charges,82,Huntington National Bank,DetailReports,5/27/2021 11:38,0,6/1/2023 9:45,264653,6/1/2023 9:45,
Reports,69,Date 1st Draft Received,82,Huntington National Bank,DetailReports,8/3/2018 5:40,44652,8/3/2018 5:40,44652,NULL,
Reports,70,Date Ordered,82,Huntington National Bank,DetailReports,8/3/2018 6:01,44652,8/3/2018 6:01,44652,NULL,
Reports,71,Draft Received with Value,82,Huntington National Bank,DetailReports,8/3/2018 5:49,44652,8/3/2018 5:49,44652,NULL,
Reports,72,Govt-Accepted,82,Huntington National Bank,DetailReports,8/3/2018 9:50,0,8/3/2018 9:50,0,NULL,
Reports,73,Order Stats,82,Huntington National Bank,DetailReports,9/23/2019 7:32,0,9/23/2019 7:32,0,NULL,
Reports,74,Orders,82,Huntington National Bank,DetailReports,8/3/2018 6:05,44652,8/3/2018 6:05,44652,NULL,
Reports,77,Service Providers,82,Huntington National Bank,DetailReports,9/23/2019 7:33,0,9/23/2019 7:33,0,NULL,
Reports,78,statusdetail,82,Huntington National Bank,DetailReports,8/3/2018 6:07,44652,8/3/2018 6:07,44652,NULL,
Reports,79,Vendors,82,Huntington National Bank,DetailReports,5/27/2021 11:48,0,11/15/2022 5:24,264653,NULL,
Reports,83,Appraisal SalesValue-Consumer,82,Huntington National Bank,Michelle Reports,9/24/2020 9:16,44652,9/24/2020 9:16,44652,NULL,
Reports,84,Collections Activity,82,Huntington National Bank,Michelle Reports,7/6/2018 9:38,0,7/6/2018 9:38,0,NULL,
Reports,85,Escalated_Files,82,Huntington National Bank,Michelle Reports,8/30/2021 7:08,0,11/15/2022 5:32,264653,NULL,
Reports,88,GAAR - QC G-30,82,Huntington National Bank,Michelle Reports,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,89,MLO PK Customer Report,82,Huntington National Bank,Michelle Reports,7/6/2018 12:42,0,7/6/2018 12:42,0,NULL,
Reports,90,New Messages,82,Huntington National Bank,Michelle Reports,9/15/2020 5:32,44652,9/15/2020 5:32,44652,NULL,
Reports,91,Reviewer,82,Huntington National Bank,Michelle Reports,4/20/2017 7:40,0,5/17/2023 11:25,44652,5/17/2023 11:25,
Reports,92,Residential Appraisals Routed To Gateway C-453824,82,Huntington National Bank,Michelle-Risk Reports,6/7/2021 12:02,44652,6/1/2023 13:38,44652,5/31/2023 12:44,
Reports,93,Rush Report,82,Huntington National Bank,Michelle Reports,7/9/2018 8:19,0,7/9/2018 8:19,0,NULL,
Reports,94,Service Provider Fee-Refresh,82,Huntington National Bank,Michelle Reports,2/8/2021 11:35,44652,2/8/2021 11:35,44652,NULL,
Reports,95,Service Report,82,Huntington National Bank,Michelle Reports,7/9/2018 8:43,0,7/9/2018 8:43,0,NULL,
Reports,96,All Orders,82,Huntington National Bank,Michelle-Test Reports,7/9/2018 9:13,0,7/9/2018 9:13,0,NULL,
Reports,99,Classification Report,82,Huntington National Bank,Michelle-Test Reports,7/9/2018 11:40,0,7/9/2018 11:40,0,NULL,
Reports,100,Purchase Contracts,82,Huntington National Bank,Michelle-Test Reports,7/9/2018 12:42,0,7/9/2018 12:42,0,NULL,
Reports,102,Appraisal Activity,82,Huntington National Bank,Misc,7/9/2018 12:52,0,7/9/2018 12:52,0,NULL,
Reports,108,Cost_Allocation_Data,82,Huntington National Bank,SR_Reports,12/10/2018 5:28,303421,8/2/2022 6:38,150390,NULL,
Reports,109,Charges_Inv,82,Huntington National Bank,SR_Reports,8/30/2021 7:09,0,6/13/2023 4:00,264653,6/13/2023 4:00,
Reports,110,Completed_12Month,82,Huntington National Bank,SR_Reports,5/27/2021 11:39,0,6/1/2023 4:40,264653,6/1/2023 4:40,
Reports,111,Completed_12Monthbkup,82,Huntington National Bank,SR_Reports,5/27/2021 11:39,0,5/27/2021 11:39,0,NULL,
Reports,113,Daily_DNA_Report,82,Huntington National Bank,SR_Reports,8/2/2018 5:05,44652,8/2/2018 5:05,44652,NULL,
Reports,115,Date_Ordered_Inv,82,Huntington National Bank,SR_Reports,12/10/2018 5:29,303421,4/1/2022 5:13,385893,NULL,
Reports,116,Declined_Report,82,Huntington National Bank,SR_Reports,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,117,Escalated_Files,82,Huntington National Bank,SR_Reports,7/9/2018 14:25,0,7/9/2018 14:25,0,NULL,
Reports,119,File_Status_History,82,Huntington National Bank,SR_Reports,7/9/2018 14:29,0,7/9/2018 14:29,0,NULL,
Reports,120,Mthly_Mortgage_QC_Report,82,Huntington National Bank,SR_Reports,9/23/2019 7:37,0,9/23/2019 7:37,0,NULL,
Reports,121,NetOx_Pending_Invoices,82,Huntington National Bank,SR_Reports,8/30/2021 7:09,0,6/13/2023 3:59,264653,6/13/2023 3:59,
Reports,123,NetOx_PreviousDay_OpenOrder,82,Huntington National Bank,SR_Reports,5/27/2021 11:43,0,6/14/2023 5:47,44652,6/13/2023 3:59,
Reports,124,Open_Orders,82,Huntington National Bank,SR_Reports,5/27/2021 11:45,0,6/14/2023 4:18,264653,6/14/2023 4:18,
Reports,125,Open_Orders_Prioritization,82,Huntington National Bank,SR_Reports,5/27/2021 11:45,0,6/14/2023 4:16,264653,6/14/2023 4:16,
Reports,127,Open_Orders_Prioritization_MidDay,82,Huntington National Bank,SR_Reports,5/3/2021 12:22,0,5/3/2021 12:22,0,NULL,
Reports,128,Order_Stats_inv,82,Huntington National Bank,SR_Reports,5/27/2021 11:45,0,4/1/2022 5:17,385893,NULL,
Reports,129,Orders_Accruals_Prev_YR,82,Huntington National Bank,SR_Reports,12/10/2018 5:37,303421,8/2/2022 6:45,150390,NULL,
Reports,130,Orders_Accruals_YTD,82,Huntington National Bank,SR_Reports,9/5/2017 8:07,0,9/5/2017 8:07,0,NULL,
Reports,132,Orders_YTD,82,Huntington National Bank,SR_Reports,12/10/2018 5:38,303421,8/2/2022 6:48,150390,NULL,
Reports,133,PurchaseLoans,82,Huntington National Bank,SR_Reports,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,134,Service_Provider_inv,82,Huntington National Bank,SR_Reports,8/30/2021 7:10,0,6/13/2023 4:01,264653,6/13/2023 4:01,
Reports,135,StatusDetail_inv,82,Huntington National Bank,SR_Reports,6/5/2017 5:24,0,6/5/2017 5:24,0,NULL,
Reports,136,TPL_CycleTimes,82,Huntington National Bank,SR_Reports,6/5/2017 5:24,0,6/5/2017 5:24,0,NULL,
Reports,137,VA_Open_Orders,82,Huntington National Bank,SR_Reports,5/27/2021 11:48,0,4/7/2023 5:35,0,NULL,
Reports,138,Vendors_inv,82,Huntington National Bank,SR_Reports,5/27/2021 11:49,0,11/15/2022 5:27,264653,NULL,
Reports,139,All_Orders,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,140,Charges_Inv,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,141,Completed_12Month,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,142,Daily_DNA_Report,82,Huntington National Bank,SR_Reports_BKUP,7/26/2018 19:20,0,7/26/2018 19:20,0,NULL,
Reports,143,Date_Ordered_Inv,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,144,Declined_Report,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,145,Escalated_Files,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,146,File_History,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,148,Mthly_Mortgage_QC_Report,82,Huntington National Bank,SR_Reports_BKUP,8/3/2018 10:01,0,8/3/2018 10:01,0,NULL,
Reports,150,NetOx_PreviousDay_OpenOrder,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,151,Open_Orders,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,152,Open_Orders_Prioritization,82,Huntington National Bank,SR_Reports_BKUP,6/22/2018 9:26,0,6/22/2018 9:26,0,NULL,
Reports,153,Open_Orders_Prioritization_BKUP,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,154,Open_Orders_Prioritization_MidDay,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,155,Order_Stats_inv,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,156,Orders_Accruals,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,157,Orders_Accruals_YTD,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,158,Orders_YTD,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,160,Service_Provider_inv,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,161,StatusDetail_inv,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,162,VA_Open_Orders,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,163,Vendors_inv,82,Huntington National Bank,SR_Reports_BKUP,4/19/2017 12:28,0,4/19/2017 12:28,0,NULL,
Reports,237,test,5,Golf Savings Bank,test,4/20/2017 12:52,0,4/20/2017 12:52,0,NULL,
Reports,264,All_Orders,82,Huntington National Bank,SR_Reports,3/12/2021 10:46,0,6/14/2023 4:15,264653,6/14/2023 4:15,
Reports,336,Active Appraisal TT Data,205,FNB Omaha,Appraisal Review,9/25/2018 7:22,293588,5/3/2022 14:12,293588,NULL,
Reports,355,WaitingForPayment,142,Caliber Home Loans,Queue-Mgmt,5/27/2021 13:10,0,9/26/2022 10:35,417794,NULL,
Reports,356,Rush-DueToday,142,Caliber Home Loans,Queue-Mgmt,6/2/2020 7:30,192390,6/2/2020 7:30,192390,NULL,
Reports,358,DraftNotAcceptable- Coordinators,142,Caliber Home Loans,Queue-Mgmt,10/8/2020 10:35,386420,10/8/2020 10:35,386420,NULL,
Reports,365,Accounting Report,244,East West Bank,Accounting,2/13/2019 14:05,346427,2/13/2019 14:05,346427,NULL,
Reports,366,Open Orders Report,244,East West Bank,Pipeline Reports,9/30/2019 13:42,346427,9/30/2019 13:42,346427,NULL,
Reports,367,All Orders Report,244,East West Bank,Pipeline Reports,9/30/2019 13:40,346427,9/30/2019 13:40,346427,NULL,
Reports,379,CRED_Loans,82,Huntington National Bank,SR_Reports,7/13/2017 9:57,261684,7/13/2017 9:57,261684,NULL,
Reports,402,Message_History,82,Huntington National Bank,SR_Reports,5/27/2021 11:43,0,11/17/2022 5:53,150390,NULL,
Reports,413,CMS Daily Closed Orders Report,244,East West Bank,Pipeline Reports,6/26/2020 10:48,400928,6/26/2020 10:48,400928,NULL,
Reports,478,Appraisal Invoice Tracking,96,Capital Bank,Custom Reports,12/19/2018 10:01,65166,12/19/2018 10:01,65166,NULL,
Reports,480,Monitoring Report,96,Capital Bank,Custom Reports,7/10/2018 7:51,0,7/10/2018 7:51,0,NULL,
Reports,481,Chase Originated Reconciliation Appraisal Score Report,132,Correspondent Portal,Chase Reconciliation Reports,1/10/2020 8:34,0,1/10/2020 8:34,0,NULL,
Reports,482,User Access Report,132,Correspondent Portal,Chase Reconciliation Reports,1/27/2020 8:04,0,1/27/2020 8:04,0,NULL,
Reports,483,Chase Originated Orders - October 2012,132,Correspondent Portal,Correspondent Activity,7/9/2021 6:36,413813,7/9/2021 6:36,413813,NULL,
Reports,484,Correspondent Originated Orders - October 2012,132,Correspondent Portal,Correspondent Activity,7/27/2021 9:41,0,7/27/2021 9:41,0,NULL,
Reports,485,Chase Correspondent - Order Pipeline and Loan Purpose,132,Correspondent Portal,Loan Purpose Analysis,1/8/2018 13:59,0,1/8/2018 13:59,0,NULL,
Reports,488,Registered Correspondents,132,Correspondent Portal,Registered Correspondents,1/8/2018 14:01,0,1/8/2018 14:01,0,NULL,
Reports,489,Extraction Failures,210,Freedom Mortgage Corporation,Correspondent Reports,5/3/2021 11:19,0,5/3/2021 11:19,0,NULL,
Reports,502,Post Closing - Quality Score,248,KeyBank,KBHL TPM Reporting,9/1/2021 5:26,351509,6/1/2023 7:30,351509,6/1/2023 7:30,
Reports,503,QC-Jeff,248,KeyBank,QC,11/8/2018 9:14,351674,11/8/2018 9:14,351674,NULL,
Reports,504,Orders Over 10 Million,218,People's United Bank,Anna,8/1/2019 9:23,305123,8/1/2019 9:23,305123,NULL,
Reports,505,Monthly Breakdown by Reviewer,218,People's United Bank,Anna,9/2/2021 9:23,305116,3/1/2022 5:07,305123,NULL,
Reports,509,order research,218,People's United Bank,other,1/9/2018 6:06,0,1/9/2018 6:06,0,NULL,
Reports,511,Monthly Tracker Back up,218,People's United Bank,Phil's Reports,7/22/2021 7:08,305116,10/27/2021 9:26,305116,NULL,
Reports,512,Anna Vendor fee  breakdown by service,218,People's United Bank,vendor,5/29/2018 11:20,312792,2/11/2020 9:56,384710,NULL,
Reports,513,apravised value,218,People's United Bank,vendor,1/9/2018 6:16,0,1/9/2018 6:16,0,NULL,
Reports,514,Vendor list Company level,218,People's United Bank,vendor,2/3/2021 11:16,305116,2/3/2021 11:16,305116,NULL,
Reports,515,Vendor Score Backup,218,People's United Bank,vendor,5/4/2021 4:37,305116,5/4/2021 4:37,305116,NULL,
Reports,516,Vendor Score,218,People's United Bank,vendor,3/23/2021 6:29,305116,1/3/2022 9:25,305116,NULL,
Reports,535,Daily Queue - CLC - LEGACY,215,BMO Harris Bank,Autosend,5/27/2021 11:44,0,1/13/2022 8:49,302288,NULL,
Reports,536,Daily Queue - CLO - LEGACY,215,BMO Harris Bank,Autosend,6/9/2021 9:51,0,1/13/2022 8:50,302288,NULL,
Reports,538,Eval-RARs Autosend,215,BMO Harris Bank,Autosend,9/24/2019 11:03,302288,9/24/2019 11:03,302288,NULL,
Reports,541,SAMU Orders - Monthly,215,BMO Harris Bank,Autosend,8/3/2018 11:14,0,11/8/2021 15:13,302288,NULL,
Reports,544,Illiquid Properties Autosend,215,BMO Harris Bank,CMS Reporting,9/1/2020 5:34,302288,9/1/2020 5:34,302288,NULL,
Reports,546,Review Score - Autosend,215,BMO Harris Bank,CMS Reporting,7/31/2018 9:17,302288,7/31/2018 9:17,302288,NULL,
Reports,553,Admin Reviews,215,BMO Harris Bank,CMS Reporting,5/6/2019 14:23,302288,5/6/2019 14:23,302288,NULL,
Reports,557,Associated Files,215,BMO Harris Bank,CMS Reporting,10/15/2019 6:46,302299,10/15/2019 6:46,302299,NULL,
Reports,558,Associated Files Autosend,215,BMO Harris Bank,Autosend,12/27/2019 12:59,302288,12/27/2019 12:59,302288,NULL,
Reports,561,Review Escalations,215,BMO Harris Bank,CMS Reporting,1/17/2018 15:02,0,1/17/2018 15:02,0,NULL,
Reports,562,Review Score,215,BMO Harris Bank,CMS Reporting,8/3/2018 11:15,0,8/3/2018 11:15,0,NULL,
Reports,565,Status Changes,215,BMO Harris Bank,CMS Reporting,5/6/2019 14:31,302288,5/6/2019 14:31,302288,NULL,
Reports,571,Private Bank Orders,215,BMO Harris Bank,Daily Downloads,7/7/2021 5:37,302288,3/8/2022 7:29,302288,NULL,
Reports,574,Appraiser Profiles - 10302017,100,Zions Bancorp,Appraisers,9/23/2019 7:46,0,9/19/2021 12:05,0,NULL,
Reports,575,Service Provider Invoice Report,100,Zions Bancorp,Appraisers,1/3/2019 9:39,339146,1/3/2019 9:39,339146,NULL,
Reports,576,All Orders Month-End Report - REAT All - SAG,100,Zions Bancorp,Monthly,1/22/2020 6:14,316732,9/19/2022 13:51,316732,9/14/2022 8:44,
Reports,587,Orders by Group,65,FirstMortgage,Group Orders,1/29/2018 8:50,0,1/29/2018 8:50,0,NULL,
Reports,588,Streamlined Accounting Report,168,MB Financial,Accounting,5/22/2018 13:50,0,5/22/2018 13:50,0,NULL,
Reports,589,Streamlined Accounting Report w DocFileID,168,MB Financial,Accounting,5/1/2019 12:18,248934,5/1/2019 12:18,248934,NULL,
Reports,590,Weekly Report,168,MB Financial,Fees,5/22/2018 13:55,0,5/22/2018 13:55,0,NULL,
Reports,591,Appraiser Score Input,168,MB Financial,Misc Reports,5/22/2018 13:57,0,5/22/2018 13:57,0,NULL,
Reports,593,Vendor Orders Report,168,MB Financial,Misc Reports,5/22/2018 13:59,0,5/22/2018 13:59,0,NULL,
Reports,594,BrokerBranch Inclusionary Vendor,168,MB Financial,Misc Reports,1/29/2018 12:37,0,1/29/2018 12:37,0,NULL,
Reports,595,BrokerBranch with No users,168,MB Financial,Misc Reports,1/29/2018 12:39,0,1/29/2018 12:39,0,NULL,
Reports,596,Orders w Svc Prov,168,MB Financial,Misc Reports,5/22/2018 14:03,0,5/22/2018 14:03,0,NULL,
Reports,597,VA Sub Loan Type Rpt,168,MB Financial,Misc Reports,5/22/2018 14:05,0,5/22/2018 14:05,0,NULL,
Reports,598,Invoice Reoport,173,"BankUnited, N.A.",Invoices,9/23/2019 7:51,0,9/23/2019 7:51,0,NULL,
Reports,600,JK Invoice Price Data,173,"BankUnited, N.A.",Users,5/3/2021 11:08,0,5/3/2021 11:08,0,NULL,
Reports,601,JK_Monthly Report step,173,"BankUnited, N.A.",Users,1/29/2020 14:51,0,1/29/2020 14:51,0,NULL,
Reports,602,JK_Monthly Reporting,173,"BankUnited, N.A.",Users,7/10/2018 9:17,0,7/10/2018 9:17,0,NULL,
Reports,603,Loan Officers,173,"BankUnited, N.A.",Users,1/29/2018 13:44,0,1/29/2018 13:44,0,NULL,
Reports,604,Mark Alfrey Report,173,"BankUnited, N.A.",Users,5/17/2021 7:02,0,5/17/2021 7:02,0,NULL,
Reports,623,Cancelled Due to No Hit,255,Navy Federal Credit Union,Navy Federal AVM,5/18/2018 12:14,0,5/18/2018 12:14,0,NULL,
Reports,628,FAMC Master Report (deactivated 06252018),254,Franklin American Mortgage Company Inc - Wholesale,Deactivated Reports,6/25/2018 6:46,0,6/25/2018 6:46,0,NULL,
Reports,629,FAMC - ValAmer Order & Charges,254,Franklin American Mortgage Company Inc - Wholesale,Vendor Notification,4/29/2019 6:31,0,4/29/2019 6:31,0,NULL,
Reports,639,Master Order Report for Subreport Creation (TEMP),254,Franklin American Mortgage Company Inc - Wholesale,Vendor Notification,3/19/2018 9:46,354458,3/19/2018 9:46,354458,NULL,
Reports,640,FAMC - ApprVend Order & Charges,254,Franklin American Mortgage Company Inc - Wholesale,Vendor Notification,5/27/2021 12:14,0,5/27/2021 12:14,0,NULL,
